id,countryid,name
971,2,LAHTI
972,66,ESTUDIANTES CARACAS
973,62,DIFAA EL JADIDA
974,50,RUCH CHORZOW
975,49,ATENAS
976,28,CS CONSTANTINE
977,69,WARRIORS FC
978,8,HAMILTON ACADEMICAL
979,7,AL MOKAWLOON
980,73,FEIRENSE
981,45,PAS GIANNINA
982,8,DUNDEE UTD
983,9,SAVONA
984,35,MALMO FF
985,2,FC KIISTO
986,37,FC OLEKSANDRIYA
987,8,INVERNESS CT
988,32,AL-BUKIRYAH
989,58,BEZIERS
990,75,COLERAINE FC
991,9,L. R. VICENZA
992,57,STROMSGODSET
993,38,SAN MARTIN S.J.
994,2,PEPO
995,41,SEMENDRIA 1924
996,62,HASSANIA AGADIR
997,73,BEIRA MAR
998,58,VANNES
999,25,KARMIOTISSA POLEMIDION
1000,20,WHITEHAWK
1001,70,ESTEGHLAL KHUZESTAN
1002,2,HIFK
1003,24,DUNAUJVAROS PASE
1004,38,ATLETICO DE RAFAELA
1005,20,BOURNEMOUTH
1006,20,CHORLEY
1007,10,PAYSANDU
1008,44,FC STADLAU
1009,20,BLACKPOOL
1010,11,TIGRES FC
1011,37,HOVERLA UZHHOROD
1012,17,KEDAH
1013,17,TERENGGANU
1014,6,NEW YORK CITY FC
1015,12,WAALWIJK
1016,72,BAROKA FC
1017,67,FC MIDTJYLLAND
1018,2,KERHO 07
1019,37,FK LVIV
1020,10,JUVENTUDE
1021,28,MO BEJAIA
1022,20,PORTSMOUTH
1023,42,LEON DE HUANUCO
1024,72,BLACK ACES
1025,20,VAUXHALL
1026,32,AL-JABALAIN
1027,57,START
1028,9,MESSINA
1029,32,AL-AIN ATAWLAH
1030,46,ANGUSHT
1031,9,RACING ROMA
1032,29,EL NACIONAL
1033,10,CRUZEIRO
1034,57,NEST-SOTRA
1035,20,HEREFORD
1036,32,AL-TAAWON
1037,18,FC ISMANING
1038,73,PENAFIEL
1039,34,FC JUAREZ
1040,64,SABADELL
1041,27,MAARDU LINNAMEESKOND
1042,20,BARNET
1043,58,ENTENTE S ST GRATIEN
1044,68,UNIREA 2004 SLOBOZIA
1045,56,MFK RUZOMBEROK
1046,11,AMERICA DE CALI
1047,70,TRACTOR SAZI
1048,58,TOULON
1049,68,GLORIA BUZAU
1050,20,STAINES TOWN
1051,8,QUEEN OF THE SOUTH
1052,57,KRISTIANSUND BK
1053,36,CD MOTAGUA
1054,64,RAYO MAJADAHONDA
1055,16,LA PAZ FC
1056,52,TRIGLAV KRANJ
1057,54,UCD
1058,18,FC SCHALKE 04 II
1059,2,OLS
1060,64,SEVILLA
1061,39,SHANGHAI SHENXIN FC
1062,44,ASV DRASSBURG
1063,62,KASBA TADLA
1064,47,HAPOEL BEER SHEVA
1065,73,NACIONAL
1066,35,CARLSTAD UNITED BK
1067,46,NEFTEKHIMIK
1068,71,UNION SAN FELIPE
1069,8,STRANRAER
1070,18,BONNER SC
1071,4,GWANGJU FC
1072,27,TULEVIK VILJANDI
1073,9,JUVENTUS
1074,61,SHIMIZU S-PULSE
1075,69,HOUGANG UNITED FC
1076,45,ARIS THESSALONIKIS
1077,55,RIGAS FUTBOLA SKOLA
1078,20,GLOUCESTER CITY
1079,56,SLOVAN BRATISLAVA
1080,32,AL-RAED
1081,65,GOZTEPE
1082,20,BLACKBURN
1083,23,VYSOCINA JIHLAVA
1084,10,FIGUEIRENSE
1085,22,KEFLAVIK
1086,40,FC ARTSAKH
1087,73,SC BRAGA
1088,46,FC ROSTOV
1089,59,US ESCH
1090,28,JS KABYLIE
1091,68,SPORTUL STUD.
1092,46,AFIPS
1093,60,PATRO MAASMECHELEN
1094,37,STAL KAMIANSKE
1095,24,NYIREGYHAZA
1096,26,FC CHIASSO
1097,9,TARANTO
1098,9,SAMPDORIA
1099,2,NJS
1100,46,SOLYARIS MOSCOW
1101,9,AC MILAN
1102,58,CHAMBLY OISE
1103,18,LUPO-MARTINI WOLFSBURG
1104,10,CEARA
1105,9,COSENZA
1106,32,HAJER
1107,8,PARTICK
1108,28,HADJOUT
1109,18,BSG CHEMIE LEIPZIG
1110,9,CARRARESE
1111,65,BOLUSPOR
1112,57,SOTRA
1113,32,ABHA
1114,18,SG SONN. GROSSASPACH
1115,20,FLEETWOOD TOWN
1116,41,OFK BEOGRAD
1117,9,FERALPISALO
1118,9,TUTTOCUOIO
1119,46,VOLOGDA
1120,34,VERACRUZ
1121,24,KISVARDA FC
1122,56,DUKLA B. BYSTRICA
1123,7,AL AHLY CAIRO
1124,6,PORTLAND TIMBERS
1125,29,DEPORTIVO QUITO
1126,46,ENERGOMASH BELGOROD
1127,60,K.RC. MECHELEN
1128,18,UNION BERLIN II
1129,17,KUALA LUMPUR
1130,20,WOKING
1131,21,STUMBRAS
1132,76,DUBAI CSC
1133,20,STEVENAGE
1134,45,AEK ATHENS
1135,8,ABERDEEN
1136,21,PALANGA
1137,73,REAL
1138,46,TYUMEN
1139,58,GRENOBLE
1140,46,SPARTAK MOSCOW
1141,58,BASTIA
1142,50,OLIMPIA GRUDZIADZ
1143,2,SUDET
1144,20,TONBRIDGE ANGELS
1145,71,CURICO UNIDO
1146,63,MERANI MARTVILI
1147,18,SV SELIGENPORTEN
1148,36,CD MARATHON
1149,46,KAMAZ NABEREZHNYE CHELNY
1150,11,CUCUTA
1151,53,US MONASTIRIENNE
1152,67,AC HORSENS
1153,54,DUNDALK
1154,9,LUCCHESE
1155,18,VFR NEUMUNSTER
1156,6,MEMPHIS 901 FC
1157,9,RENDE
1158,6,CHARLOTTE INDEPENDENCE
1159,55,FS METTA/LU
1160,7,WADI DEGLA
1161,38,NEWELLS OLD BOYS
1162,70,PERSEPOLIS FC
1163,18,KFC UERDINGEN 05
1164,46,ZENIT IRKUTSK
1165,35,SYRIANSKA FC
1166,20,TRANMERE
1167,18,VfL BOCHUM II
1168,60,HOOGSTRATEN
1169,9,VICENZA
1170,60,AALST
1171,7,SMOUHA SC
1172,18,FORTUNA DUSSELDORF
1173,71,NUBLENSE
1174,58,CONCARNEAU
1175,62,CHABAB RIF HOCEIMA
1176,36,JUTICALPA
1177,40,FC NOAH
1178,31,DRINA ZVORNIK
1179,9,PERGOLETTESE
1180,70,PARS JONOUBI JAM
1181,64,MIRANDES
1182,32,AL-QADISIYAH FC
1183,11,DEPORTES TOLIMA
1184,5,SUCHITEPEQUEZ
1185,8,LIVINGSTON
1186,20,ROTHERHAM
1187,75,BALLINAMALLARD UTD
1188,36,VIDA
1189,30,NAXXAR LIONS
1190,22,FYLKIR
1191,16,JORGE WILSTERMANN
1192,71,ANTOFAGASTA
1193,23,BANIK OSTRAVA
1194,18,EUTIN 08
1195,18,WACKER BURGHAUSEN
1196,46,TORPEDO VLADIMIR
1197,18,BORUSSIA MONCHENGLADBACH
1198,5,DEPORTIVO CHIANTLA
1199,39,GUANGZHOU R&F FC
1200,44,FC WELS
1201,9,FOGGIA
1202,53,AS DJERBA
1203,18,VfB LUBECK
1204,20,DARLINGTON 1883
1205,45,OLYMPIAKOS PIRAEUS
1206,58,REIMS
1207,54,DROGHEDA UNITED
1208,10,BRAGANTINO
1209,61,KASHIWA REYSOL
1210,35,IFK LULEA
1211,50,JAGIELLONIA
1212,18,FC EINTRACHT BAMBERG
1213,46,FK NOVOSIBIRSK
1214,60,TUBIZE
1215,54,LIMERICK FC
1216,5,COMUNICACIONES
1217,4,DAEGU FC
1218,2,HIFK 2
1219,44,FC MAUERWERK
1220,58,EPINAL
1221,20,ASTON VILLA
1222,16,SAN JOSE
1223,57,HAUGESUND
1224,19,SHURTAN GUZAR
1225,51,PIRIN BLAGOEVGRAD
1226,14,FC ENERGETIK-BGU MINSK
1227,20,NORTHAMPTON
1228,64,CULTURAL LEONESA
1229,68,FC CLINCENI
1230,29,MUSHUC RUNA SC
1231,61,NAGOYA GRAMPUS
1232,68,CFR 1907 CLUJ
1233,73,AROUCA
1234,58,QUEVILLY
1235,35,BODENS BK
1236,46,KRASNODAR 2
1237,18,SSVg VELBERT
1238,4,SUWON BLUEWINGS
1239,46,INTER CHERKESSK
1240,18,LUNEBURGER SK HANSA
1241,2,BK-46
1242,67,FC VESTSJAELLAND
1243,25,OLYMPIAKOS NICOSIA
1244,50,WISLA PLOCK
1245,50,LKS LODZ
1246,15,BARRY TOWN
1247,18,VfB EICHSTATT
1248,56,FK POHRONIE D. ZDANA
1249,74,IRTYSH PAVLODAR
1250,50,GKS KATOWICE
1251,18,SPORTFREUNDE LOTTE
1252,9,GROSSETO
1253,40,ARARAT YEREVAN
1254,24,VASAS
1255,49,MIRAMAR
1256,30,SIRENS
1257,20,ALTRINCHAM
1258,66,DEPORTIVO LA GUAIRA
1259,35,OSKARSHAMNS AIK
1260,15,CAERNARFON TOWN
1261,11,REAL CARTAGENA
1262,57,TRAEFF
1263,57,STRINDHEIM
1264,21,FK PANEVEZYS
1265,2,HERCULES
1266,51,ETAR VELIKO TARNOVO
1267,38,ROSARIO CENTRAL
1268,11,CORTULUA
1269,57,VALERENGA 2
1270,50,GKS BELCHATOW
1271,44,GLEICHENBERG
1272,57,KFUM OSLO
1273,58,COLOMIERS
1274,44,FC LIEFERING
1275,68,PETROLUL PLOIESTI
1276,18,FC GIESSEN
1277,18,TSV STEINBACH
1278,6,RGV TOROS FC
1279,64,LEGANES
1280,46,KOLOMNA
1281,77,LIBERTAD
1282,45,PANIONIOS
1283,11,INDEPENDIENTE MEDELLIN
1284,40,GANDZASAR
1285,63,DILA GORI
1286,65,ALANYASPOR
1287,46,PODOLYE
1288,58,NANCY
1289,17,SARAWAK
1290,17,NEGERI SEMBILAN
1291,41,PROLETER NOVI SAD
1292,66,PUERTO CABELLO
1293,8,AIRDRIEONIANS
1294,77,INDEPENDIENTE F.B.C.
1295,4,GANGWON FC
1296,76,HATTA SC
1297,18,FC VIKTORIA KOLN
1298,66,DEPORTIVO ANZOATEGUI
1299,20,LEEDS
1300,67,KOLDING IF
1301,36,PARRILLAS ONE
1302,20,SWANSEA
1303,61,V-VAREN NAGASAKI
1304,57,SANDNES ULF
1305,75,LISBURN DISTILLERY
1306,20,BURTON ALBION
1307,3,SITRA
1308,60,UNION SAINT-GILLOISE
1309,71,DEPORTES LA SERENA
1310,2,INTER TURKU
1311,71,UNIVERSIDAD DE CONCEPCION
1312,18,SC VICTORIA HAMBURG
1313,50,ZNICZ PRUSZKOW
1314,26,FC ZURICH
1315,47,MACCABI TEL AVIV
1316,73,VIZELA
1317,35,KRISTIANSTADS FF
1318,39,YANBIAN FUNDE
1319,76,FUJAIRAH SC
1320,41,CRVENA ZVEZDA
1321,64,BARCELONA B
1322,73,U. MADEIRA
1323,2,MP
1324,50,LEGIA WARSZAWA
1325,77,12 DE OCTUBRE
1326,6,MONTREAL IMPACT
1327,10,ATLETICO GOIANIENSE
1328,12,JONG TWENTE
1329,75,CARRICK RANGERS
1330,2,IFK MARIEHAMN
1331,6,CHICAGO FIRE
1332,18,FC KAISERSLAUTERN II
1333,9,NAPOLI
1334,53,US BEN GUERDANE
1335,13,AL-ARABI IRBID
1336,48,AL-SADD
1337,8,QUEENS PARK
1338,44,SG TRAISKIRCHEN
1339,57,VINDBJART
1340,22,VIKINGUR REYKJAVIK
1341,35,FALKENBERGS FF
1342,72,MARITZBURG UTD
1343,49,NACIONAL DE FOOTBALL
1344,2,EIF
1345,38,ATLETICO TUCUMAN
1346,6,CHARLESTON BATTERY
1347,35,FC LINKOPING CITY
1348,9,BASSANO VIRTUS
1349,43,NK OSIJEK
1350,13,AL-AHLI AMMAN
1351,9,SANTARCANGELO
1352,18,VfL FROHNLACH
1353,54,SHELBOURNE
1354,46,PFC SOCHI
1355,6,ATLANTA UNITED 2
1356,23,TEPLICE
1357,31,ZELJEZNICAR SARAJEVO
1358,57,MO
1359,24,MTK BUDAPEST
1360,69,HARIMAU MUDA
1361,44,FLORIDSDORFER AC
1362,18,VfL WOLFSBURG II
1363,20,HARROGATE TOWN
1364,72,UNIVERSITY OF PRETORIA FC
1365,2,SALPA
1366,61,ALBIREX NIIGATA
1367,18,ROCHLING VOLKLINGEN
1368,58,VILLEFRANCHE
1369,65,KONYASPOR
1370,65,ORDUSPOR
1371,44,RIED
1372,9,MESTRE
1373,55,FK DAUGAVA RIGA
1374,20,SHEFFIELD WED
1375,58,LE HAVRE
1376,46,SPARTAK NALCHIK
1377,28,KHROUB
1378,44,VILLACHER SV
1379,44,TEAM WIENER LINIEN
1380,46,GAZPROM TRANSGAZ
1381,70,SEPIDROOD RASHT
1382,20,WOLVERHAMPTON
1383,67,ESBJERG
1384,64,NUMANCIA
1385,12,MVV
1386,19,NEFTCHI FARGONA
1387,5,COBAN IMPERIAL
1388,6,FC CINCINNATI
1389,62,CHABAB ATLAS KHENIFRA
1390,11,CHICO
1391,18,BV CLOPPENBURG
1392,57,EGERSUNDS
1393,18,FSV FRANKFURT
1394,44,SR DONAUFELD
1395,9,PRO VERCELLI
1396,46,SOKOL SARATOV
1397,60,ROYAL EXCEL MOUSCRON
1398,57,ROSENBORG 2
1399,32,AL-RIYADH
1400,77,SPORTIVO LUQUENO
1401,64,MALAGA
1402,46,YAKUTIYA YAKUTSK
1403,27,KALJU NOMME
1404,9,SICULA LEONZIO
1405,51,NEFTOCHIMIC BURGAS
1406,63,CHIKHURA SACHKHERE
1407,67,RANDERS FC
1408,43,NK ZADAR
1409,28,PARADOU AC
1410,9,ATALANTA
1411,18,HAMBURGER SV
1412,10,AMERICA MINEIRO
1413,13,AL-SALT
1414,28,ES SETIF
1415,21,LIETAVA JONAVA
1416,9,REGGINA
1417,24,MOL FEHERVAR FC
1418,32,AL-FAISALY FC
1419,58,AMIENS
1420,20,ALDERSHOT TOWN
1421,62,RACING DE CASABLANCA
1422,20,PETERBOROUGH
1423,10,GREMIO
1424,9,EMPOLI
1425,37,OLIMPIK DONETSK
1426,29,GUAYAQUIL CITY FC
1427,9,REGGIANA
1428,12,ALMERE CITY FC
1429,21,KRUOJA
1430,20,KIDDERMINSTER
1431,69,GARENA YOUNG LIONS
1432,12,ACHILLES 29
1433,56,FC VION ZLATE MORAVCE
1434,34,PACHUCA
1435,18,RB LEIPZIG
1436,43,DINAMO ZAGREB
1437,5,DEPORTIVO MIXCO
1438,59,UNION TITUS PETANGE
1439,41,RADNIK SURDULICA
1440,42,SPORT ROSARIO
1441,74,FC KYZYL-ZHAR SK
1442,60,WHITE STAR BRUSSELS
1443,76,DIBBA AL-FUJAIRAH
1444,50,GKS JASTRZEBIE
1445,35,OSTERSUNDS FK
1446,23,TABORSKO
1447,55,FK JELGAVA
1448,10,AVAI
1449,46,OLIMPIA VOLGOGRAD
1450,29,EMELEC
1451,12,EMMEN
1452,20,GUISELEY AFC
1453,68,ACADEMICA CLINCENI
1454,68,CONCORDIA
1455,51,LOKOMOTIV PLOVDIV
1456,26,FC THUN
1457,16,NACIONAL POTOSI
1458,51,LYUBIMETS 2007
1459,18,FC UNTERFOHRING
1460,77,DEPORTIVO CAPIATA
1461,57,NARDO
1462,75,NEWRY CITY FC
1463,18,ENERGIE COTTBUS II
1464,35,IF SYLVIA
1465,44,SC RITZING
1466,68,ACS ENERGETICIANUL
1467,57,ROSENBORG
1468,66,ATLETICO EL VIGIA FC
1469,13,MANSHEYAT BANI HASAN
1470,23,KARVINA
1471,9,COMO
1472,18,GERMANIA HALBERSTADT
1473,73,FARENSE
1474,44,VST VOLKERMARKT
1475,41,RAD
1476,62,MOGHREB TETOUAN
1477,15,NEWTOWN AFC
1478,37,SHAKHTAR DONETSK
1479,60,ST TRUIDEN
1480,26,FC LOCARNO
1481,59,UN KAERJENG 97
1482,75,GLENAVON FC
1483,15,THE NEW SAINTS
1484,29,INDEPEND. DEL VALLE
1485,39,LIAONING WHOWIN FC
1486,34,LEON
1487,35,ASSYRISKA TURABDIN
1488,25,ERMIS
1489,2,MPS
1490,58,ROUEN
1491,44,FIRST VIENNA FC 1894
1492,66,METROPOLITANOS FC
1493,35,VASALUNDS IF
1494,51,BOTEV VRATSA
1495,9,SAN MARINO CALCIO
1496,20,SUTTON UTD
1497,35,GEFLE IF
1498,46,KARELIA PETROZAVODSK
1499,68,CS TURNU SEVERIN
1500,61,CEREZO OSAKA
1501,6,NEW YORK RED BULLS 2
1502,28,WA TLEMCEN
1503,63,WIT GEORGIA
1504,66,PORTUGUESA FC
1505,70,ESTEGHLAL AHVAZ
1506,45,PAOK
1507,33,WELLINGTON PHOENIX
1508,35,VARBERGS BoIS FC
1509,18,SC PADERBORN 07
1510,65,MERSIN IDMAN YURDU
1511,18,FC KOLN II
1512,5,IZTAPA
1513,9,SAMBENEDETTESE
1514,73,BELENENSES
1515,10,TUPI
1516,49,DANUBIO
1517,29,MACARA
1518,7,ZAMALEK SC
1519,9,PALERMO
1520,34,LOBOS BUAP
1521,44,SV STRIPFING/WEIDEN
1522,9,BARI
1523,20,HAVANT &amp; WATERLOOVILLE
1524,20,BURY
1525,5,SANTA LUCIA
1526,68,RAPID BUCURESTI
1527,66,ESTUDIANTES MERIDA
1528,30,PIETA HOTSPURS
1529,62,RAJA CASABLANCA
1530,53,STADE GABESIEN
1531,57,SENJA
1532,61,MATSUMOTO YAMAGA
1533,35,ATVIDABERGS FF
1534,28,ESM KOLEA
1535,2,GNISTAN
1536,18,LOKOMOTIVE LEIPZIG
1537,26,FC BASEL 1893
1538,60,DESSEL SPORT
1539,8,EDINBURGH CITY
1540,18,OPTIK RATHENOW
1541,25,ARIS LIMASSOL
1542,18,HERTHA BERLIN II
1543,72,CHIPPA UNITED
1544,56,FC NITRA
1545,28,CA BATNA
1546,17,SELANGOR
1547,72,GOLDEN ARROWS
1548,3,AL-AHLI CLUB MANAMA
1549,49,RENTISTAS
1550,76,AL-AHLI CLUB
1551,46,NOVOKUZNETSK
1552,46,AKADEMIYA FUTBOLA
1553,57,FINNSNES
1554,64,VALENCIA
1555,34,CRUZ AZUL
1556,73,PACOS FERREIRA
1557,26,FC LUZERN
1558,60,BEERSCHOT WILRIJK
1559,39,SHANDONG LUNENG
1560,68,SAGEATA NAVODARI
1561,10,FLAMENGO
1562,45,PLATANIAS
1563,18,MSV DUISBURG
1564,54,BOHEMIANS
1565,77,RUBIO NU
1566,65,AFJET AFYONSPOR
1567,42,SPORT BOYS
1568,58,PARIS FC
1569,44,ADMIRA WACKER (AM)
1570,12,DEN BOSCH
1571,50,ZAWISZA BYDGOSZCZ
1572,21,FK ZALGIRIS KAUNAS
1573,73,VITORIA SETUBAL
1574,28,MEROUANA
1575,20,DOVER
1576,32,DHAMK
1577,18,BFC DYNAMO
1578,9,SASSUOLO
1579,9,CREMONESE
1580,65,TAVSANLI LINYITSPOR
1581,60,STANDARD LIEGE
1582,11,RIONEGRO FC
1583,35,GREBBESTADS IF
1584,44,VfB HOHENEMS
1585,34,MONTERREY
1586,49,PROGRESO
1587,20,BASINGSTOKE
1588,10,SPORT RECIFE
1589,56,SPARTAK TRNAVA
1590,37,FC MARIUPOL
1591,77,OLIMPIA
1592,61,SANFRECCE HIROSHIMA
1593,58,FREJUS-SAINT-RAPHAEL
1594,48,LEKHWIYA SC
1595,44,AUSTRIA LUSTENAU
1596,5,UNIVERSIDAD S.CARLOS
1597,18,SV MEPPEN
1598,8,ST MIRREN
1599,60,KVC WESTERLO
1600,18,SAAR 05 SAARBBRUCKEN
1601,28,USM ANNABA
1602,76,AL-SHABAB DUBAI
1603,46,CHERTANOVO MOSCOW 2
1604,2,FCV
1605,10,LUVERDENSE
1606,39,CHONGQING LIFAN
1607,38,QUILMES
1608,2,ATLANTIS FC
1609,2,KAJHA
1610,18,SPORTFREUNDE SIEGEN
1611,46,SALYUT BELGOROD
1612,44,FC HARD
1613,43,HNK RIJEKA
1614,71,UNIVERSIDAD DE CHILE
1615,18,FC SCHWEINFURT 05
1616,18,BERGISCH GLADBACH 09
1617,50,LECHIA GDANSK
1618,53,CS HAMMAM-LIF
1619,2,PK KESKI-UUSIMAA
1620,9,RENATE
1621,32,AL-SHOALAH
1622,18,TSV 1860 MUNICH II
1623,1,GUADALUPE FC
1624,41,HAJDUK KULA
1625,57,VIKING
1626,30,FLORIANA FC
1627,70,MALAVAN
1628,46,AMKAR
1629,44,SKU AMSTETTEN
1630,24,BEKESCSABA 1912
1631,2,FF JARO
1632,15,GAP CONNAH S QUAY FC
1633,74,FC ASTANA
1634,32,AL-ITTIHAD JEDDAH
1635,18,MSV DUISBURG II
1636,7,ASWAN SC
1637,42,FBC MELGAR
1638,73,SANTA CLARA
1639,46,FC UFA
1640,10,CHAPECOENSE-SC
1641,37,KARPATY LVIV
1642,9,PORTOGRUARO
1643,34,NECAXA
1644,74,AKTOBE
1645,9,ARZACHENA
1646,20,CRYSTAL PALACE
1647,28,AMAL BOU SAADA
1648,2,HAKA
1649,73,FREAMUNDE
1650,11,UNIAUTONOMA
1651,2,SPORTING KRISTINA
1652,44,WORGL
1653,65,HATAYSPOR
1654,44,GRAZER AK
1655,13,AL-HUSSEIN SC
1656,18,PREUSSEN MUNSTER
1657,44,UNION GURTEN
1658,46,KUBAN 2
1659,40,LORI FC
1660,20,TORQUAY
1661,77,CERRO PORTENO PF
1662,64,EXTREMADURA
1663,20,CONCORD RANGERS
1664,20,COVENTRY
1665,46,STROGINO MOSCOW
1666,60,GEEL
1667,44,WOLFSBERGER AC
1668,25,NEA SALAMIS
1669,32,AL-TAEE
1670,40,MIKA FC
1671,51,CHERNO MORE VARNA
1672,9,LATINA
1673,39,HENAN JIANYE
1674,6,NORTH CAROLINA FC
1675,2,KAAPO
1676,14,FC GOMEL
1677,41,CUKARICKI
1678,18,ARMINIA BIELEFELD
1679,18,SC IDAR-OBERSTEIN
1680,53,AS KASSERINE
1681,63,TORPEDO KUTAISI
1682,9,CASERTANA
1683,68,ASA TARGU MURES
1684,63,SAPOVNELA
1685,9,VERONA
1686,61,OITA TRINITA
1687,67,VIBORG
1688,57,RAUFOSS
1689,15,ABERYSTWYTH TOWN
1690,54,SHAMROCK ROVERS
1691,20,DERBY
1692,44,RAPID VIENNA (AM)
1693,11,DEPORTIVO PASTO
1694,26,FC ST. GALLEN
1695,20,HULL CITY
1696,34,ATLETICO SAN LUIS
1697,50,LECH POZNAN
1698,18,WACKER NORDHAUSEN
1699,46,MORDOVIA SARANSK
1700,20,DORKING WANDERERS
1701,18,SV ELVERSBERG
1702,60,LIERSE
1703,4,CHUNGJU HUMMEL
1704,72,AMAZULU
1705,20,AFC WIMBLEDON
1706,6,LOUDOUN UNITED
1707,23,DYNAMO CESKE BUDEJOVICE
1708,60,R.B.D. BORINAGE
1709,46,ZORKY KRASNOGORSK
1710,44,SC SOLLENAU
1711,64,ALAVES
1712,44,SC RHEINDORF ALTACH
1713,20,NEWCASTLE
1714,71,UNION LA CALERA
1715,42,SPORT HUANCAYO
1716,9,GIANA ERMINIO
1717,44,SAK KLAGENFURT
1718,31,ZVIJEZDA
1719,68,CEAHLAUL PIATRA NEAMT
1720,57,FRAM LARVIK
1721,5,XELAJU
1722,65,BANDIRMASPOR
1723,13,SAHAB SC
1724,56,SPARTAK MYJAVA
1725,64,GETAFE
1726,57,MOLDE 2
1727,57,VARD HAUGESUND
1728,23,HRADEC KRALOVE
1729,26,FC SION
1730,18,BAHLINGER SC
1731,14,FC VITEBSK
1732,18,SC FREIBURG II
1733,64,OVIEDO
1734,18,HESSEN DREIEICH
1735,36,LOBOS UPNFM
1736,10,BAHIA
1737,73,ORIENTAL LISBOA
1738,2,FC FUTURA
1739,49,PENAROL
1740,41,FK PARTIZAN
1741,19,NASAF QARSHI
1742,18,KAAN-MARIENBORN
1743,8,ELGIN CITY
1744,58,AJACCIO
1745,32,AL-DRAIH
1746,49,CA VILLA TERESA
1747,43,NK LOKOMOTIVA ZAGREB
1748,44,USC WALLERN
1749,50,POLONIA WARSZAWA
1750,32,AL-NAHDA
1751,46,AMUR-2010
1752,58,EVIAN TG FC
1753,21,SUDUVA MARIJAMPOLE
1754,8,COWDENBEATH
1755,71,RANGERS DE TALCA
1756,35,ENSKEDE IK
1757,17,PBDKT T-TEAM
1758,65,ANTALYASPOR
1759,26,FC BIEL BIENNE
1760,27,PAIDE LINNAMEESKOND
1761,60,OH LEUVEN
1762,2,VIRKIA
1763,29,CLAN JUVENIL
1764,44,SV STEGERSBACH
1765,57,NOTODDEN
1766,66,ATLETICO SOCOPO FC
1767,63,SHUKURA
1768,57,TROMSO 2
1769,18,FC ST. PAULI II
1770,35,FC TROLLHATTAN
1771,18,HANSA ROSTOCK
1772,31,VELEZ MOSTAR
1773,73,CASA PIA
1774,57,BIRKEBEINEREN
1775,19,FK TERMEZ SURKHON
1776,66,CARACAS FC
1777,20,STOKE CITY
1778,27,PARNU JK VAPRUS
1779,62,KAWKAB A.C.MARRAKECH
1780,69,TANJONG PAGAR UTD FC
1781,35,IK FREJ
1782,9,BISCEGLIE
1783,64,GRANADA CF
1784,73,FAFE
1785,72,SUPERSPORT UNITED
1786,65,BESIKTAS
1787,24,FERENCVAROSI TC
1788,62,RAPIDE OUED ZEM
1789,46,BAIKAL IRKUTSK
1790,64,SEVILLA ATLETICO
1791,28,NC MAGRA
1792,20,CHESTER
1793,9,ARZIGNANO VALCHIAMPO
1794,57,FLEKKEROY
1795,71,COBRELOA
1796,8,MONTROSE
1797,47,HAPOEL HADERA
1798,9,AKRAGAS
1799,58,CHERBOURG
1800,37,ZIRKA KIROVOHRAD
1801,3,AL-SHABAB MANAMA
1802,46,BALTIKA
1803,18,FC KAISERSLAUTERN
1804,20,BISHOP S STORTFORD
1805,41,VOJVODINA
1806,18,BAYERN ALZENAU
1807,51,PFK CSKA
1808,11,FORTALEZA FC
1809,18,CHEMNITZER FC
1810,9,TERAMO
1811,46,DYNAMO STAVROPOL
1812,22,THROTTUR REYKJAVIK
1813,64,RAYO VALLECANO
1814,9,VIBONESE
1815,9,ALBINOLEFFE
1816,51,BOTEV PLOVDIV
1817,28,USM BEL ABBES
1818,44,SC-ESV PARNDORF
1819,9,AREZZO
1820,9,PIACENZA
1821,9,BRESCIA
1822,6,SAN JOSE EARTHQUAKES
1823,68,CS LUCEAFARUL ORADEA
1824,9,L AQUILA
1825,33,WESTERN UNITED
1826,12,HELMOND SPORT
1827,67,THISTED FC
1828,73,TONDELA
1829,12,AJAX
1830,7,NOGOOM EL MOSTAKBAL FC
1831,28,HUSSEIN DEY
1832,61,CONSADOLE SAPPORO
1833,64,VILLARREAL
1834,10,BOTAFOGO
1835,13,AL-BAQA A
1836,37,METALURH ZAPORIZHZH.
1837,2,PK-35
1838,18,SC FREIBURG
1839,66,TUCANES FC
1840,13,AL-ASALAH
1841,7,EL GEISH
1842,28,USM ALGER
1843,61,AVISPA FUKUOKA
1844,76,AL-SHAAB CSC
1845,18,FC SCHALKE 04
1846,8,RANGERS
1847,58,CRETEIL
1848,12,TOP OSS
1849,27,TRANS NARVA
1850,35,DEGERFORS IF
1851,52,OLIMPIJA LJUBLJANA
1852,68,ACS POLI TIMISOARA
1853,18,VfL OLDENBURG
1854,8,BERWICK
1855,50,OKOCIMSKI BRZESKO
1856,7,HARAS EL HODOOD
1857,44,RAPID VIENNA
1858,61,URAWA RED DIAMONDS
1859,18,TURKGUCU-ATASPOR MUNCHEN
1860,44,SAK 1914
1861,10,SAO PAULO
1862,67,SKIVE
1863,32,AL-HILAL SAUDI FC
1864,26,FC LUGANO
1865,46,TOM TOMSK
1866,9,ALESSANDRIA
1867,33,SYDNEY FC
1868,68,FCSB
1869,18,FC NURNBERG II
1870,2,OPS
1871,7,TANTA SC
1872,10,FLUMINENSE
1873,13,ITTIHAD AL-RAMTHA
1874,67,VENDSYSSEL FF
1875,37,DNIPRO DNIPROPETROVSK
1876,53,CA BIZERTIN
1877,13,KUFRSOUM SC
1878,64,ATHLETIC BILBAO B
